サンドイッチの具としてポピュラーな「BLT」といえば、ベーコン、レタスとあとひとつは何でしょう？	トマト	トマト
鍵盤が88あるピアノの一番高い音は「ド」ですが、一番低い音は何でしょう？	ラ	ラ
日本で流域面積が最も広い川は「利根川」ですが、2番目に広いのは北海道を流れる何川でしょう？	石狩川	イシカリガワ
ゾロアスター教で、よい神様はアフラ・マズダといいますが、悪い神様の名前は何というでしょう？	アーリマン	アーリマン
京都の高山寺(こうざんじ)に所蔵され、鳥羽僧正覚猷(かくゆう)が作者といわれている、当時の貴族社会を動物に模して風刺した絵巻物といえばなんでしょう？	鳥獣戯画(ちょうじゅうぎが)	チョウジュウギガ
ドイツの高速道路はアウトバーン、イタリアの高速道路はアウトストラーダといいますが、スペインの高速道路のことを何というでしょう？	アウトピスト	アウトピスト
後に都市国家アテネを作ったと言われる、迷宮の怪物ミノタウルスを倒したギリシャ神話の英雄は誰でしょう？	テセウス	テセウス
刀の先を相手の目に向けて構える、剣道の中段の構えのことを特に何というでしょう？	正眼の構え	セイガンノカマエ
企業形態で、本来の業種とは無関係な業種を吸収合併し、多角的経営を行う複合企業のことを何というでしょう？	コングロマリット	コングロマリット
「燕返し」で知られる、宮本武蔵との巌流島の決闘で有名な剣術家は誰でしょう？	佐々木小次郎	ササキコジロウ
ウルトラマンの故郷としておなじみの「M78星雲」は、何という星座にあるでしょう？	オリオン座	オリオンザ
卒業式を迎えた生徒が、それまで大変お世話になった先生に対し殴る蹴るの暴行を行う儀式を、俗に何参りというでしょう？	お礼参り	オレイマイリ
さまざまな病気に効能があることから「医者いらず」とも呼ばれる、ユリ科の多肉植物といえば何でしょう？	アロエ	アロエ
囲碁のタイトルで「大三冠」と呼ばれるのは、棋聖、名人と、かつての家元の名に由来する何でしょう？	本因坊	ホンインボウ
英語で、両面を焼いた目玉焼きを「ターンオーバー」というのに対し、片面だけを焼いた目玉焼きを何というでしょう？	サニーサイドアップ	サニーサイドアップ
シェイクスピアの作品「リア王」で、唯一リア王を裏切らなかった末娘の名前といえば何でしょう？	コーディリア	コーディリア
現在、狂言の2大流派といわれるのは、和泉流と何流でしょう？	大蔵流	オオクラリュウ
野球で､一試合中にひとりの選手が一塁打・二塁打・三塁打・本塁打を打つことを英語で何というでしょう？	サイクルヒット	サイクルヒット
切手を切り離しやすくするために続けてあけられた穴のことを何というでしょう？	目打ち	メウチ
漢字で「鬼の灯」と書くナス科の植物で、毎年7月に浅草の浅草寺で行われる市で知られるのは何でしょう？	ほおずき	ホオズキ
「源氏物語」の最初の巻は「桐壺」ですが、最後の巻の名前は何でしょう？	夢浮橋	ユメウキハシ
3分の1は真分数、3分の5は仮分数ですが、3分の3は真分数、仮分数のどちらでしょう？	仮分数	カリブンスウ
腕時計や懐中時計で、ぜんまいを巻いたり、針を動かしたりするためのつまみを何というでしょう？	竜頭	リュウトウ
川が多くの泥を運んでおり、いつも水が黄色く濁っていることから名がついた、中国の大河といえば何でしょう？	黄河	コウガ
日本体育大学が21年間で376連勝という記録をうち立てたこともある、「ウォーター・ポロ」とも呼ばれるスポーツは何でしょう？	水球	スイキュウ
本社をイギリスに置く世界最大の携帯電話キャリア会社で、日本では現在J-Phoneを経営しているのはどこでしょう？	ヴォダフォン (Vodaphone)	ヴォダフォン
江戸時代に起こった「明暦の大火」のことを、その原因となったものから俗に「何火事」と呼ぶでしょう？	振袖火事	フリソデカジ
星座の双子座の元となった兄弟で、兄の名前はカストルですが、弟の名前は何でしょう？	ポルックス	ポルックス
Jリーグのチームで、本拠地が一番北にあるのはコンサドーレ札幌ですが、一番南にあるのはどこのチームでしょう？	大分トリニータ	オオイタトリニータ
日本語では「父母と教師の会」といわれる会を、アルファベット3文字で普通何というでしょう？	PTA	PTA
1945年4月28日、愛人であったクララ・ペタッチと共に処刑された、イタリアのファシスト党を率いた政治家は誰でしょう？	ベニト・ムッソリーニ	ベニトムッソリーニ
ラテン語ではミオソチス、英語ではフォゲット・ミー・ノットというムラサキ科の多年草は何でしょう？	ワスレナグサ	ワスレナグサ
入母屋(いりもや)、腰折れ、切り妻(きりづま)といったら、建物に関する何の種類のことでしょう？	屋根	ヤネ
映画『男はつらいよ』で、主人公・車寅次郎を演じたのは渥美清ですが、妹のさくらを演じた女優は誰でしょう？	倍賞千恵子	バイショウチエコ
鉄人レースともいわれるトライアスロンで、最初の種目は何でしょう？	水泳(スイム)	スイム
カーバイドに水を加えると発生する、かつてはランプにも使われた気体は何でしょう？	アセチレン	アセチレン
茶道で使われる抹茶を入れる容器のことを、ある植物の実に形が似ているところから何というでしょう？	なつめ	ナツメ
自分を信じている人を裏切ってひどい目に遭わせることを、「何を飲ませる」というでしょう？	煮え湯を飲ませる	ニエユヲノマセル
資産家のフィリーズ･フォッグ (Phileas Fogg) がトランプ仲間との2万ポンドを賭けた勝負の旅に挑戦するという内容の、ジュール･ヴェルヌ (Jules Verne) の小説は何でしょう？	『八十日間世界一周』	ハチジュウニチカンセカイイッシュウ
昭和37年、ポーン・キングピッチを破り、日本人として2人目のボクシング世界チャンピオンとなったのは誰でしょう？	ファイティング原田	ファイティングハラダ
満ち足りている人は損になることはしないという意味のことわざで、「金持ち何をせず」というでしょう？	喧嘩	ケンカ
日本で初めてラーメンを食したとされる、「黄門様」の愛称でおなじみの人物といえば誰でしょう？	水戸光圀(徳川光圀)	ミトミツクニ
魚の調理法で、魚の頭の部分だけを切り取って焼いたものを、とくに「何焼き」というでしょう？	かぶと焼き	カブトヤキ
かつて「三人ヒロシ」と呼ばれた3人の歌手とは、守屋浩、井上ひろしと『黒い花びら』で知られる誰でしょう？	水原弘	ミズハラヒロシ
007シリーズ最新作『ダイ・アナザー・デイ』ではボンドガールを演じる、『チョコレート』で黒人初のアカデミー主演女優賞を受賞した人物は誰でしょう？	ハル・ベリー	ハルベリー
「誘う」という意味があり、スプーン、ジグ、スピナーなどの種類があるつり用品といえば何でしょう？	ルアー/疑似餌	ルアーギジエサ
元禄時代に糊付け染めの技法を改良し、「友禅染」を考案した京都の絵師は誰でしょう？	宮崎友禅	ミヤザキユウゼン
ヨーロッパの小国、モナコが国境を接している、ただ一つの国はどこでしょう？	フランス	フランス
髪の毛の表面を覆う、うろこ状の物質を何というでしょう？	キューティクル	キューティクル
印篭(いんろう)や巾着(きんちゃく)などが落ちないように紐の端につけられている工芸品を何というでしょう？	根付	ネツケ
「ル・マン24時間耐久レース」が行なわれるフランスのサーキットはどこでしょう？	サルテ・サーキット	サルテサーキット
農民一揆などで掲げられた、い草やわらで編んだ敷物でつくった旗のことを何というでしょう？	むしろ旗	ムシロハタ
別名をマージービートという、ビートルズなどに代表される音楽を、発生した都市の名前から何サウンドというでしょう？	リバプールサウンド	リバプールサウンド
JRAのG1レースを7勝と最も多く勝っている馬といえば、テイエムオペラオーと何でしょう？	シンボリルドルフ	シンボリルドルフ
将棋･オセロ･チェスの3つのゲームの中で、使われる駒の数が最も多いのはどれでしょう？	オセロ	オセロ
灯油ポンプやフロッピーを発明した「日本の発明王」といえば誰でしょう？	ドクター・中松	ドクターナカマツ
第一次世界大戦後のラテラノ条約によって誕生した、ローマ法王が国家元首であるヨーロッパの小国といえば何でしょう？	バチカン市国	バチカンシコク
カレーなどに添える「らっきょう」は何科の植物でしょう？	ユリ科	ユリカ
化粧品などのこまごましたものを小間物(こまもの)というのに対して、「ほうき」や「ざる」などの雑貨を何物というでしょう？	荒物	アラモノ
全然音沙汰のないことを、俗に何のつぶてというでしょう？	梨	ナシ
同じ漢字を二つ使った熟語で、寒さや響き渡る声、また、勇気やりりしさがある様子を表すものといえば何でしょう？	凛凛(りんりん)	リンリン
パスタの最もよいゆで加減のことを、イタリア語で何というでしょう？	アルデンテ	アルデンテ
ロシアの作曲家ムソルグスキーが、画家であった友人の遺作展を見たときの印象をもとに作ったといわれる組曲は何でしょう？	『展覧会の絵』	テンランカイノエ
「隠密同心」の活躍を描き、「死して屍拾うもの無し」の名文句で知られる懐かしの時代劇シリーズといえば何でしょう？	大江戸捜査網	オオエドソウサモウ
1993年に、外国人として初めて横綱に昇進した、ハワイ出身の力士は誰でしょう？	曙太郎	アケボノタロウ
江戸時代末期、オランダ商館の医師として来日したシーボルトが、長崎に開いた塾の名前は何でしょう？	鳴滝塾	ナルタキジュク
自動車の計器の一つである、エンジンの回転数を示すメーターのことを何というでしょうでしょう？	タコメーター	タコメーター
中国・江西省北東部の都市で、中国第一の陶磁器の生産地といえばどこでしょう？	景徳鎮	ケイトク
潤いを保つためにシャンプーやリンスに配合される成分で、英語で「水分」という意味があるのは何でしょう？	モイスチャー	モイスチャー
寄席の言葉で「つばなれ」といったら、何人以上の客が入ることをいうでしょう？	10人	10ニン
夏目漱石の小説にはいろいろな先生が登場しますが、漱石自身が松山中学で教えていた教科は何でしょう？	英語	エイゴ
英語では「オクトパスホールド」という、アントニオ猪木がよく使用していた関節技は何でしょう？	卍(まんじ)固め	マンジカタメ
中国・唐の時代の高宗の后で、中国史上唯一の女帝として知られる人物といえば誰でしょう？	則天武后	ノリテンムキサキ
ウシやキリンなどの動物に見られる、一度飲み込んだ食物を再び口の中に戻して噛み、また胃に戻す習性をを何というでしょう？	反芻	ハンスウ
フランス語で「千枚の葉っぱ」という意味がある、パイやクリームを幾重にも重ねて焼いたケーキを何というでしょう？	ミルフィーユ	ミルフィーユ
オーケストラの指揮者と、旅行の添乗員に共通する英語といえば何でしょう？	コンダクター	コンダクター
広島県のものは昭和29年3月31日に、東京都のものはその翌日に誕生した、まったく同じ名前の市といえば何市でしょう？	府中市	フチュウシ
著書「市民政府二論」のなかで自然権や抵抗権があることを主張し、名誉革命を正当化したイギリス経験論の代表的哲学者は誰でしょう？	ジョン=ロック	ジョンロック
版画で、版木の上に載せた紙をこする時に使う、厚紙を竹などの皮で包んだ道具を何というでしょう？	馬簾(ばれん)	バレン
モーツァルトの出身地としても知られる、「塩の城」という意味があるオーストリアの都市はどこでしょう？	ザルツブルク	ザルツブルク
犯罪捜査などに利用される、青白い蛍光を発して血のあとを示す反応のことを、何反応というでしょう？	ルミノール反応	ルミノールハンノウ
郵便局で手紙などの文書以外の物を送るために使われる、「郵便小包」の愛称のことを何というでしょう？	ゆうパック	ユウパック
ひれつな手段にかかってしまうことを、ヘビの身体の一部から「何にかかる」というでしょう？	毒牙	ドクガ
2人が作った「ドイツ語辞典」はドイツで最も権威がある国語辞典となっている、童話で有名な兄弟といえば誰でしょう？	グリム兄弟	グリムキョウダイ
夏期・冬季を通じて、21世紀最初のオリンピックが開催された都市はどこでしょう？	ソルトレイクシティー	ソルトレイクシティー
1912年4月の処女航海の時、ニューファンドランド島沖の氷山に衝突・沈没した豪華客船の名前は何でしょう？	タイタニック号	タイタニックゴウ
ゴールデン、ジャンガリアンなどの種類がある、アニメでも人気の動物は何でしょう？	ハムスター	ハムスター
歌舞伎十八番で、その題目に漢数字が使われているのは、『助六』と何でしょう？	『七つ面』	ナナツメン
JR山手線の駅の中で、駅名に方角がつく2駅といえば、西日暮里と何駅でしょう？	東京駅	トウキョウエキ
グラウンドの土ならしをするために用いられる道具のことを、ある昆虫に例えて何というでしょう？	とんぼ	トンボ
自動車にかける保険で、加入が義務付けられている「強制保険」に対し、加入が当事者の意志に任せられているものを何というでしょう？	任意保険	ニンイホケン
ファッションデザイナー・森英恵のデザインによく用いられる昆虫は何でしょう？	蝶	チョウ
人間の小腸を3つの部分に分けると、十二指腸、回腸と、何でしょう？	空腸	ソラチョウ
ガソリンエンジンで、ガソリンを霧状にして燃焼室に送り込む装置のことを英語で何というでしょう？	キャブレター	キャブレター
調子がいい人のことを「口八丁手八丁」といいますが、苦しい様子を表すのは「何八丁」というでしょう？	胸突き八丁	ムナツキハッチョウ
エデンの園にいたアダムとイブが、衣服のかわりに唯一、身につけていたのはどんな植物の葉っぱだったでしょう？	いちじく	イチジク
競馬の三冠レース、皐月賞、ダービー、菊花賞のうち、走る距離が一番長いのはどれでしょう？	菊花賞	キッカショウ
企業が最新の消費動向を調査するために、直営で設ける店のことを何ショップというでしょう？	アンテナショップ	アンテナショップ
729年、聖武天皇の妻として臣下から初の皇后となった、藤原不比等の娘といえば誰でしょう？	光明皇后	コウミョウコウゴウ
人類初の宇宙飛行をしたのはガガーリンですが、人類初の宇宙遊泳をしたのは誰でしょう？	アレクセイ・レオーノフ	アレクセイレオーノフ
生後6か月頃から満1歳前後の乳児にみられる発熱を、とくに何というでしょう？	知恵熱、ちえぼとり	チエネツチエボトリ
英語のアルファベットを小文字の筆記体で書いた時、一筆書きできないのは、I、J、Tともう1つは何でしょう？	X	X
ナイジェリアで起こったビアフラ飢饉の救済活動に参加した医師を中心として1971年に結成された、国際医療ボランティア団体は何でしょう？	国境なき医師団(MSF)	コッキョウナキイシダン
ディズニーアニメ『ピーターパン』の登場人物で、ワニが苦手な片腕の海賊の親分といえば誰でしょう？	フック船長	フックセンチョウ
ギリシャ語で「多数の島々」という意味がある、ハワイやトンガなどが所属している諸島といえばどこでしょう？	ポリネシア諸島	ポリネシアショトウ
三角形の内角の和は180度ですが、六角形の内角の和は何度でしょう？	720度	720ド
JRの「青春18きっぷ」を使うことが出来るのは、満何才以下の人でしょう？	年齢制限なし	ネンレイセイゲンナシ
木偏(きへん)に秋でヒサギ、魚偏に秋でカジカですが、金偏に秋と書く農業用具は何でしょう？	クワ	クワ
プロレタリア文学で、「蟹工船」を書いたのは小林多喜二ですが、「太陽のない町」を書いたのは誰でしょう？	徳永直	トクナガタダシ
根の部分を豚の餌に使っていたことから別名を「ブタノマンジュウ」ともいう、サクラソウ科の多年草は何でしょう？	シクラメン	シクラメン
煮て食べることの多いこれからが旬の野菜で、漢字で竹かんむりに旬と書くのは何でしょう？	たけのこ	タケノコ
松任谷由美の「中央フリーウェイ」の歌詞で、右手に見えるのは競馬場ですが、左手に見えるのは何の工場でしょう？	ビール工場	ビールコウジョウ
プラトンが「狂えるソクラテス」と評した紀元前4世紀頃のギリシャの哲学者で、樽の中で暮らしたといわれるのは誰でしょう？	ディオゲネス	ディオゲネス
ラジオ局の周波数にあわせ体重を124.2kgや95.4kgにしたことがある、本名を篠岡建(しのおかけん)という巨漢タレントは誰でしょう？	伊集院光	イジュウインヒカリ
地図上で、転がすことによって距離を測る機械を何メーターというでしょう？	キルビメーター	キルビメーター
止まれば倒れてしまうことから、無理に仕事を続けて資金繰りを行うことを、ある乗り物に例えて何というでしょう？	自転車操業	ジテンシャソウギョウ
米国で最も人口が多い都市はニューヨークですが、二番目に多い都市はどこでしょう？	ロサンゼルス	ロサンゼルス
春の星座で、おとめ座のアルファ星はスピカですが、獅子座のアルファ星は何でしょう？	レグルス	レグルス
チャルメラ、カステラ、コンペイトウ、バッテラといえば、すべて何語でしょう？	ポルトガル語	ポルトガルゴ
テニスや卓球で、サーブが一度ネットにあたってから相手コートに入り、サーブがやり直しになることを何というでしょう？	レット	レット
アメリカの大統領官邸はホワイトハウスですが、フランスの大統領官邸は何でしょう？	エリゼー宮	エリゼーミヤ
幼い頃天然痘にかかり、それ以来右目が見えなくなったことに因み「独眼竜」とあだ名された戦国武将は誰でしょう？	伊達政宗	ダテマサシムネ
英語では「ジャパニーズ・ボブテイル」と呼ばれる、赤川次郎の作品に登場する「ホームズ」でも知られる猫の種類といえば何でしょう？	三毛猫	サンモウネコ
「グラシャス」「グラッチェ」「スパシーボ」といえば、日本語に訳すと何という言葉になるでしょう？	ありがとう	アリガトウ
日本近海を流れる海流で、「親潮」といえば千島海流のことですが、「黒潮」といえば何でしょう？	日本海流	ニッポンカイリュウ
陸上のリレー競技で次の走者に渡すのはバトンですが、駅伝競技で次の走者に渡すのは何でしょう？	たすき	タスキ
イスラム教の開祖・マホメットがこの色のターバンをしていたという由来から、イスラム世界で神聖な色とされている色は何でしょう？	緑	ミドリ
週刊少年マガジンを発行しているのは講談社ですが、週刊少年サンデーを発行しているのはどこの出版社でしょう？	小学館	ショウガクカン
オーストラリアの国の鳥はエミューですが、お隣ニュージーランドの国の鳥は何でしょう？	キーウィ	キーウィ
デフォーの小説「ロビンソン・クルーソー」で、ロビンソン・クルーソーの召使いの名前は何というでしょう？	フライデー	フライデー
夏季オリンピックで、「聖火リレー」が初めて採用されたのは、1936年にどこで開催された大会の時でしょう？	ベルリン	ベルリン
「三国一の花婿」などというときの三国とは、日本、唐(中国)とどこのことでしょう？	天竺(インド)	インド
歴史に名を残す旅行家のコロンブスとマルコ・ポーロは、ともにどこの国の人物でしょう？	イタリア	イタリア
馬や雄のライオンの首に生えている、比較的長い毛のことを何というでしょう？	たてがみ	タテガミ
ラム酒入りのシロップを染みこませた丸いケーキを、あるフランスの食通の名前にちなんで何というでしょう？	サバラン	サバラン
法律で定められた者以外が馬券や船券(ふなけん)などを発行することを何行為というでしょう？	呑(ノミ)行為	コウイ
来年公開の映画『新造人間キャシャーン』で監督デビューすることが決まった、宇多田ヒカルの夫といえば誰でしょう？	紀里谷和明	キノサトヤカズアキ
家やお店などを、家具や商品、設備などをつけたままで売ったり貸したりすることを何というでしょう？	居抜き	イヌキ
自動車の燃料計で、満タンはFですが、空っぽを表すアルファベットは何でしょう？	E	E
タコを干すときの様子から、人気が集中することを何というでしょう？	引っ張りダコ	ヒッパリダコ
百人一首の最初の歌「秋の田のかりほの庵(いお)の苫をあらみわが衣手は露に濡れつつ」の詠み人は誰でしょう？	天智天皇	テンヂテンノウ
総合格闘技の大会「K-1グランプリ」で、4度とこれまでに最も多く優勝しているオランダの選手は誰でしょう？	アーネスト=ホースト	アーネストホースト
日本の国会では、衆議院が解散された場合、解散された日から何日以内に総選挙を行なわなければならないでしょう？	40日以内	40ニチイナイ
オゾン層が形成される、大気圏の対流圏と中間圏の間にあたる部分を何というでしょう？	成層圏	セイソウケン
原子番号1の元素は「水素」ですが、10番の元素は何でしょう？	ネオン	ネオン
ナイル川流域で栄えた文明はエジプト文明ですが、チグリス川、ユーフラティス川流域で栄えたのは何文明でしょう？	メソポタミヤ文明	メソポタミヤブンメイ
セギン、ルクバー、シー、カーフ、シェダルという五つの星が、アルファベットのWの形に並んでいる星座といえば何でしょう？	カシオペア座	カシオペアザ
首や手足の無い、胴体部分だけの彫刻のことをイタリア語で何というでしょう？	トルソー	トルソー
アフリカ大陸で最も大きい湖はどこでしょう？	ビクトリア湖	ビクトリアコ
自分の子供に芸能活動をさせ、そのマネージャー役を務める母親のことを、俗に和製英語で何というでしょう？	ステージママ	ステージママ
尾崎紅葉の小説「金色夜叉」で、お宮の名字は鴫沢(しぎさわ)ですが、貫一の名字は何でしょう？	間(はざま)	ハザマ
昔からの諺で、柿が赤くなると逆に青くなるといわれるのはどんな職業の人でしょう？	医者	イシャ
「セロリ」「パセリ」「クレソン」などの和名に共通して用いられる、あるヨーロッパの国といえば何でしょう？	オランダ	オランダ
フランス語で「稲妻」という意味を持つお菓子で、細長いシュークリームの上にチョコレートをかけたものといえば何でしょう？	エクレア	エクレア
ジャズボーカルで、「ルルル」や「ダバダバ」など、意味のない音でメロディを即興的に歌うことを何というでしょう？	スキャット	スキャット
道路交通法によってチャイルドシートの使用が義務付けられているのは何歳未満の幼児でしょう？	6歳	6サイ
ネットワークシステムで他のコンピュータにサービスを提供するコンピュータを「サーバー」といいますが、サービスを受ける側のコンピュータのことを何というでしょう？	クライアント	クライアント
女性の髪型で、髪を後頭部で一つにまとめたものを、動物の馬に例えて何というでしょう？	ポニーテール	ポニーテール
大阪ではかつての生産地からナンバと呼ばれ、女房詞では「一文字(ひともじ)」といわれる野菜は何でしょう？	葱	ネギ
漢字では「節」と書く速度の単位で、船が一時間に一海里進む早さを1とするものは何でしょう？	ノット	ノット
蹴鞠で使われる鞠は、どんな動物の皮で作られたものでしょう？	鹿	シカ
金婚式は結婚50年目、銀婚式は25年目のお祝いのことですが、銅婚式は何年目のお祝いでしょう？	7年目	7ネンメ
生乾きの漆喰壁に、水彩で描く壁画の技法で、「新鮮な」という意味のイタリア語に由来する言葉は何でしょう？	フレスコ	フレスコ
イギリスはロンドンの通りで、首相官邸や外務省のある通りのことを何というでしょう？	ダウニング通り(街)	ダウニングドオリ
大理石・石灰石・貝殻などの主成分である、化学式CaCO3で表される物質は何でしょう？	炭酸カルシウム	タンサンカルシウム
特に神社やお寺の建築を専門とする大工のことを何大工というでしょう？	宮大工	ミヤダイク
昔話『一寸法師』で、一寸法師が打ち出の小槌を奪った相手は誰でしょう？	鬼	オニ
「ローマの王子様」というニックネームで知られる、サッカー・イタリア代表の司令塔は誰でしょう？	フランチェスコ・トッティ	フランチェスコトッティ
ランカスター家とヨーク家が争った、15世紀のイギリス貴族の内乱を、両家の紋章に使われた花から「何戦争」というでしょう？	バラ戦争	バラセンソウ
果実が栗に似ているところから名前がつけられたという、街路樹としてよく見られる木は何でしょう？	マロニエ	マロニエ
唐辛子、ライムジュース、レモングラス、みょうがなどを煮込んだスープにクルマエビを加えた料理で、タイが誇る世界三大スープの一つは何でしょう？	トムヤムクン	トムヤムクン
吹奏楽団のことをブラスバンドなどといいますが、この「ブラス」とはどんな金属のことでしょう？	真鍮	シンチュウ
芝居の1シーンで、「江戸っ子だってねぇ、食いねぇ、食いねぇ、寿司食いねぇ」という台詞をはく人物は誰でしょう？	森の石松	モリノヒカゲノカズラ
日本海に浮かぶ島で、隠岐(オキ)は島根県にありますが、壱岐(イキ)は何県にあるでしょう？	長崎県	ナガサキケン
急激な運動をきっかけに、過度の強い力が働いて筋肉の繊維やそれを取り巻く筋膜が断裂した状態のことを一般には何というでしょう？	肉離れ	ニクバナレ
自転車の車輪を支えるために中心から放射状に伸びている細い棒のことを何というでしょう？	スポーク	スポーク
七福神のなかで、唯一の日本生まれである神様は誰でしょう？	恵比須様	エビスサマ
1秒の75分の1をあらわす単位で、よく短い時間の例えに使われるのは何でしょう？	刹那	セツナ
「神の子」という意味である、南米ペルー沖で毎年クリスマス前後に海水温が上昇する現象を何というでしょう？	エルニーニョ現象	エルニーニョゲンショウ
運送会社のキャラクターで、西濃運輸はカンガルーですが、日本通運はどんな動物でしょう？	ペリカン	ペリカン
ゴルフやテニスでは観客のことを指し、美術では作品を展示する画廊を意味する言葉は何でしょう？	ギャラリー	ギャラリー
パチンコ用語の「確変」とは何と言う言葉の略でしょう？	確率変動	カクリツヘンドウ
どういう手段を用いても、まるっきり動かすことのできないことを、何でも動かないというでしょう？	てこ	テコ
ラグビーで、「トライ」をした時に入る得点は何点でしょう？	5点	5テン
芝居小屋の人形ピエロの悲しい恋を描いた、ロシアの作曲家・ストラビンスキーのバレエ音楽は何でしょう？	ペトルーシュカ	ペトルーシュカ
コバルトやチタンなど、存在量が少なかったり純粋な金属として得にくい金属のことを英語で何というでしょう？	レアメタル	レアメタル
スコットランドでは『Auld Lang Syne(オールド・ラング・サイン)』とよばれており、日本では卒業式などでの別れの曲として親しまれているこの曲の邦題は何でしょう？	『蛍の光』	ホタルノヒカリ
幕末に「海援隊」を組織したのは坂本龍馬ですが、「陸援隊」を組織した土佐藩の志士は誰でしょう？	中岡慎太郎	ナカオカシンタロウ
現在、パ・リーグで唯一の永久欠番保持者である、元近鉄の投手は誰でしょう？	鈴木啓示	スズキケイジ
夏の人気のリゾート地、プーケット島はどこの国にあるでしょう？	タイ	タイ
元々は伊予の国司だったものの、939年に日振島を根拠地として海賊行為を行い、朝廷に動揺を与えた人物は誰でしょう？	藤原純友(すみとも)	スミトモ
サンバといえばブラジルの民族音楽ですが、ルンバはどこの国の民族音楽でしょう？	キューバ	キューバ
セーターの素材としてよく用いられる「モヘア」が取れるのはどんな動物からでしょう？	ヤギ(アンゴラヤギ)	アンゴラヤギ
炭酸ガスを多く含んだ発泡性のワインを、「泡立つ」という意味の英語から、特に何ワインというでしょう？	スパークリングワイン	スパークリングワイン
元々はフランス語で「牛の集合所」という意味がある、馬乗りや投げ縄の腕前を競うカウボーイの競技は何でしょう？	ロデオ	ロデオ
ミロス・フォアマン監督の映画のタイトルにもなった、作曲家モーツァルトのミドルネームは何でしょう？	アマデウス	アマデウス
アイヌ語で「フキの葉の下の人々」という意味があるという、アイヌの伝承に出てくる小人のことを何というでしょう？	コロボックル	コロボックル
実際には見ていないのに見たふりをするという意味の四字熟語を、京都のある地名を使って何というでしょう？	白川夜船	シラカワヨフネ
ビリヤードで、手玉を撞く棒のことを何というでしょう？	キュー	キュー
フランス文学界の巨匠で、「レ・ミゼラブル」を著した作家といえば誰でしょう？	ヴィクトル・ユゴー	ヴィクトルユゴー
パリの女性をパリジェンヌというのに対して、パリの男性のことを何というでしょう？	パリジャン	パリジャン
リチウムでは赤、ナトリウムでは黄色というように、元素を燃やしたときに色のついた炎が出る現象を何というでしょう？	炎色反応	ホノオショクハンノウ
手紙の初めと終わりに使う漢字2文字の男性の挨拶で、「前略」ではじめた時に使うのは「草々」ですが、「拝啓」ではじめた時に使う言葉は何でしょう？	敬具	ケイグ
アメリカのプロスポーツで、NHLのフライヤーズ、NFLのイーグルス、NBAの76ers、MLBのフィリーズが本拠地を置く都市はどこでしょう？	フィラデルフィア	フィラデルフィア
有田(ありた)焼で知られる有田町があるのは佐賀県ですが、有田(ありだ)みかんで知られる有田市があるのは何県でしょう？	和歌山県	ワカヤマケン
紀元前にギリシャを統一したアレキサンダー大王は、どこの国の王様でしょう？	マケドニア	マケドニア
イーヨー、ティガー、ピグレットといった仲間がいる、ディズニーの人気キャラクターは何でしょう？	くまのプーさん	クマノプーサン
特徴のあるくちばしで松かさをこじ開けて種を食べるアトリ科の鳥で、物事が食い違っていることの例えに使われるのは何でしょう？	イスカ	イスカ
夏目漱石の名作『三四郎』で、主人公の三四郎の苗字は何でしょう？	小川	オガワ
経済用語で、一般的にデフレが深刻になり生産・消費などが悪循環に陥る状態のことを何というでしょう？	デフレ・スパイラル	デフレスパイラル
合金の中に含まれる金の含有率を示す単位に「カラット」がありますが、純金は何カラットでしょう？	24カラット	24カラット
今年のNHK大河ドラマは「宮本武蔵」ですが、武蔵の成長に多大な影響を与えた、漬物の名でもおなじみの禅僧といえば誰でしょう？	沢庵	タクアン
無愛想で冷たい様子を「けんもほろろ」などといいますが、この「けん」と「ほろろ」は、共にどんな鳥の鳴き声のことでしょう？	きじ	キジ
安くて無駄に数だけが多いことを「二束三文」といいますが、この言葉の元となった、二束三文で売られていたものとは何でしょう？	わらじ	ワラジ
1722年オランダ人一行が復活祭の日に上陸したことからその名がつけられた、巨大石像モアイがあることで知られるチリ領の島は何でしょう？	イースター島	イースタートウ
水産業を表す「海」、工業を表す「歯車」、農業を表す「稲穂」がデザインされている日本の硬貨といえば、何円玉でしょう？	5円玉	5エンダマ
その名前はマレー語の「蹴る」とタイ語の「籐で作られたボール」を組み合わせたものである、東南アジアで盛んな「足を使うバレーボール」ともいうべきスポーツは何でしょう？	セパタクロー (Sepak Takraw)	セパタクロー
松尾芭蕉の『奥の細道』の旅に同行した、芭蕉の門人は誰でしょう？	河合曽良(そら)	ソラ
禅海という僧侶が約30年の歳月をかけて完成させた、大分県にある全長360メートルのトンネルを何というでしょう？	青の洞門	アオノドウモン
院内感染で有名なメチシリン耐性黄色ブドウ球菌を、アルファベット4文字で何というでしょう？	MRSA	MRSA
お岩さんでお馴染みの怪談話「四谷怪談」の作者は誰でしょう？	鶴屋南北(つるや なんぼく)	ツルヤナンボク
日本で、一つの県としか境を接していないのは長崎県ですが、アメリカ合衆国でひとつの州としか接していない州は何州でしょう？	メーン州	メーンシュウ
手塚治虫が生んだ天才外科医、ブラックジャックの本名は何でしょう？	間黒男	マクロオトコ
人気ブランドの「エルメス」「ルイ=ヴィトン」といえば、どこの国のブランドでしょう？	フランス	フランス
名誉毀損罪や強姦罪のように、被害者の告訴や告発がないと罪にならない犯罪のことを何というでしょう？	親告罪	シンコクザイ
