abcgo2003-01325	焼き物の名産地で、「清水焼き」は京都府、「有田焼き」は佐賀県ですが、「益子焼き」はどこの都道府県でしょう？	栃木県	トチギケン
abcgo2003-01326	その殻が二枚貝の片方だけに見えるところから、片思いの例えに使われる貝は何でしょう？	アワビ	アワビ
abcgo2003-01327	夏に第2作『リローデッド』、秋に第3作『レボリューションズ』の公開が決まっている、キアヌ・リーブス主演の映画シリーズは何でしょう？	マトリックス	マトリックス
abcgo2003-01328	織田信長を題材にした『下天は夢か』、豊臣秀吉を題材にした『夢のまた夢』などの作品で知られる小説家は誰でしょう？	津本陽	ツモトヒ
abcgo2003-01329	第1回サミットが行われた時の日本の総理大臣は誰でしょう？	三木武夫	ミキタケオ
abcgo2003-01330	熟語の読み方で、上の字を音読み、下の字を訓読みにする読み方を、おせち料理などで使う器の名前から「何読み」というでしょう？	重箱読み	ジュウバコヨミ
abcgo2003-01331	90度未満の角度を「鋭角」といいますが、90度を超える角度のことを何というでしょう？	鈍角	ドンカク
abcgo2003-01332	銀行が優良企業に対して適用する、最優遇貸出金利のことを何というでしょう？	プライムレート	プライムレート
abcgo2003-01333	日本の佐藤栄作が受賞したのはノーベル平和賞ですが、イギリスのチャーチルが受賞したのはノーベル何賞でしょう？	文学賞	ブンガクショウ
abcgo2003-01334	ジャニーズ事務所のタレントで、キムタクといえば木村拓哉ですが、マツジュンといえば嵐に所属する誰のことでしょう？	松本潤	マツモトジュン
abcgo2003-01335	韓国では北朝鮮のことを「北韓(ボカン)」といいますが、北朝鮮では韓国のことを何というでしょう？	南朝鮮(ナムチョソン)(南(ナム))	ミナミチョウセン
abcgo2003-01336	相撲で、体勢が崩れ、すでに立て直すことができない状態のことを何というでしょう？	死に体	シニタイ
abcgo2003-01337	エスペラント語で「ヨーグルト」を意味する、セ・リーグの球団も持つ会社といえば何でしょう？	ヤクルト	ヤクルト
abcgo2003-01338	かつて、国会で「貧乏人は麦を食え」と言ってしまった、今は亡き日本の首相は誰でしょう？	池田勇人	イケダハヤト
abcgo2003-01339	決勝戦は「ファイナル」、準決勝を「セミファイナル」といいますが、準々決勝を何ファイナルというでしょう？	クォーターファイナル	クォーターファイナル
abcgo2003-01340	日本の省のうち、漢字5文字で表されるのは、農林水産省、経済産業省、厚生労働省、国土交通省と何でしょう？	文部科学省	モンブカガクショウ
abcgo2003-01341	その距離は約1億5000万kmある、太陽と地球の平均距離をあらわした単位を何というでしょう？	天文単位	テンモンタンイ
abcgo2003-01342	パソコンなど通信速度を表す単位「bps」とは、何の略でしょう？	ビット パー セカンド(bits par second)	ビットパーセカンド
abcgo2003-01343	裏地のない着物を「ひとえ」といいますが、裏地のある着物を何というでしょう？	あわせ	アワセ
abcgo2003-01344	英語で「島」はアイランドですが、「半島」はなんと言うでしょう？	ペニンシュラ	ペニンシュラ
abcgo2003-01345	北米スポーツ最古のトロフィーといわれる、NHLの優勝チームに贈られるトロフィーは何でしょう？	スタンレー・カップ	スタンレーカップ
abcgo2003-01347	「バンカラ」「ハイカラ」などといったときの「カラ」とは洋服のどの部分をさす言葉でしょう？	襟	エリ
abcgo2003-01348	動物が色や形を他の動物や周囲に合わせて変えることを何というでしょう？	擬態	ギタイ
abcgo2003-01349	およそ454gずつのバター・卵・砂糖を小麦粉に混ぜて作ったことにその名が因む洋菓子は何でしょう？	パウンドケーキ	パウンドケーキ
abcgo2003-01350	日本のオリンピック史上、女子柔道で金メダルを獲得した選手は田村亮子ともう1人は誰でしょう？	惠本裕子	メグミモトユウコ
abcgo2003-01351	浪曲で、伴奏として三味線を弾き、合いの手を入れる人を何というでしょう？	曲師	キョクシ
abcgo2003-01352	ご当地ラーメンで有名な都市で、喜多方市があるのは福島県ですが、佐野市があるのは何県でしょう？	栃木県	トチギケン
abcgo2003-01353	『ハーイあっこです』『小さな恋のものがたり』などのほのぼのとした作品で知られる人気漫画家は誰でしょう？	みつはしちかこ	ミツハシチカコ
abcgo2003-01354	その東の角の下に黒い石がはめこまれている、メッカの大モスクの中央にある黒い建物を何神殿というでしょう？	カーバ神殿	カーバシンデン
abcgo2003-01355	ハーバー・ボッシュ法によって人工的に合成することができる、分子式NH3で表される物質は何でしょう？	アンモニア	アンモニア
abcgo2003-01356	パン屋さんなどで使われるパンをはさむための道具を何というでしょう？	トング	トング
abcgo2003-01357	鉄道のレールを枕木に固定するときに打つ釘を何というでしょう？	犬釘	イヌクギ
abcgo2003-01358	自分では何もしなくても、食事が用意されて、食べ終わればかたづけられる恵まれた環境のことを何と言うでしょう？	上げ膳据え膳	アゲゼンスエゼン
abcgo2003-01359	ディケンズの小説「二都物語」の主人公である弁護士の名前は何でしょう？	シドニー・カートン	シドニーカートン
abcgo2003-01360	イタリアにルネサンスが起こったのは14世紀ですが、イギリスに産業革命に起こったのは何世紀でしょう？	18世紀	１８
abcgo2003-01361	漢方で胃腸薬に用いられる、千回煎じても苦みの出ることから名付けられたものといえば何でしょう？	センブリ	センブリ
abcgo2003-01362	日本レコード大賞の大賞受賞者のうち､2年連続で受賞したのは4人とは、細川たかし､中森明菜、安室奈美恵と、昨年末2年連続で受賞した誰でしょう？	浜崎あゆみ	ハマザキアユミ
abcgo2003-01363	独自のモンタージュ理論で知られる、ロシア映画『戦艦ポチョムキン』の監督は誰でしょう？	セルゲイ・エイゼンシュタイン	セルゲイエイゼンシュタイン
abcgo2003-01364	日本には「いずみし」という市が2つありますが、それは大阪府とどこの都道府県でしょう？	鹿児島県(出水市)	カゴシマケン
abcgo2003-01365	通巻100巻を超える漫画『こちら葛飾区亀有公園前派出所』の原作者は誰でしょう？	秋本治	アキモトオサム
abcgo2003-01366	犯罪に関わる多額の現金を、何度もの金融取引によって出所をわからなくしてしまう不正行為を、「お金の洗浄」という意味で何というでしょう？	マネーローンダリング	マネーローンダリング
abcgo2003-01367	ピアノ曲『乙女の祈り』で知られる、ポーランドの女性作曲家といえば誰でしょう？	バダジェフスカ	バダジェフスカ
abcgo2003-01368	レオナルド・ダ・ヴィンチの名作『最後の晩餐』で描かれているのは何曜日でしょう？	木曜日	モクヨウビ
abcgo2003-01369	「エラトステネスのふるい」といえば、何を発見する方法でしょう？	素数	ソスウ
abcgo2003-01370	ふくらはぎにある「下腿三頭筋(かたいさんとうきん)」のことを、ある魚の名前をとって俗に何筋というでしょう？	ひらめ筋	ヒラメスジ
abcgo2003-01371	普通のテレビの走査線は525本ですが、ハイビジョンの走査線の数は何本あるでしょう？	1125本	１１２５
abcgo2003-01372	その口元が、ある能のお面に似ていることから、子供が泣くことを何というでしょう？	べそをかく(お面はおおべし)	ベソヲカク
abcgo2003-01373	ラグビーのポジションで、SHと略されるのはスクラムハーフですが、SOと略されるのはどこでしょう？	スタンドオフ	スタンドオフ
abcgo2003-01374	平安時代の僧、空海が建てた、日本で最初の庶民のための学校といえば何でしょう？	綜芸種智院(しゅげいしゅちいん)	シュゲイシュチイン
abcgo2003-01375	「悪霊の神々」「そして伝説へ」「導かれし者たち」「天空の花嫁」「幻の大地」「エデンの戦士たち」といえば、何というゲームシリーズのサブタイトルでしょう？	ドラゴンクエスト	ドラゴンクエスト
abcgo2003-01376	無理を押すことの例えで、「押す」のは横車ですが、「破る」のは何でしょう？	横紙	ヨコガミ
abcgo2003-01377	「僕の前に道は無い、僕の後に道が出来る」という一説が有名な高村光太郎の詩集は何でしょう？	道程	ドウテイ
abcgo2003-01378	1840年にイギリスで発行された、世界で一番古い切手を、その色から何と呼ぶでしょう？	ブラックペニー	ブラックペニー
abcgo2003-01379	ストライキのうち、特に食事をとらないことによって抗議を示すことを何というでしょう？	ハンガーストライキ(ハンスト)	ハンスト
abcgo2003-01380	書道で、墨をするための容器のことを何というでしょう？	硯(すずり)	スズリ
abcgo2003-01381	都市対抗野球大会の優勝旗のことを、デザインされている動物から何旗というでしょう？	黒獅子旗	クロジシキ
abcgo2003-01382	「アサガオ」はヒルガオ科の植物ですが、「チョウセンアサガオ」は何科の植物でしょう？	ナス科	ナスカ
abcgo2003-01383	自分の名前や屋号などが刷り込んである、神社やお寺の柱などに貼る札のことを何というでしょう？	千社札	センジャフダ
abcgo2003-01384	「どっどど どどうど どどうど どどう」という印象的な書き出しで始まる、宮沢賢治の小説といえば何でしょう？	『風の又三郎』	カゼノマタサブロウ
abcgo2003-01385	フリースタイルスキーのモーグルで、演技中に2回入れなければならないジャンプのことを何というでしょう？	エア	エア
abcgo2003-01386	表裏の無い図形の代表例とされる「メビウスの帯」に名前を残すメビウスはどこの国の人でしょう？	ドイツ	ドイツ
abcgo2003-01387	昔の中国の、ある老人とその馬にまつわる故事から、人生における吉凶は簡単には定めがたい、ということを何というでしょう？	(人間万事)塞翁が馬	サイオウガウマ
abcgo2003-01388	学名を「アンドリアス・ジャポニカス」という、世界最大の両生類は何でしょう？	オオサンショウウオ	オオサンショウウオ
abcgo2003-01389	大相撲の本場所は15日間行われますが、幕下以下の力士はそのうち何日相撲を取るでしょう？	7日	７
abcgo2003-01390	矢の先端を鏃(やじり)というのに対し､ 矢の尻の部分を何というでしょう？	矢筈(やはず)	ヤハズ
abcgo2003-01391	国会で議決された法律が、憲法に違反していないかどうか裁判所が判定する権利を何というでしょう？	違憲立法審査権	イケンリッポウシンサケン
abcgo2003-01392	「コラレット咲き」「カクタス咲き」「ポンポン咲き」などの咲き方がある、メキシコの国の花は何でしょう？	ダリア	ダリア
abcgo2003-01393	映画『マイ・フェア・レディ』で、ヒギンズ教授にレディに仕立て上げられる花売りの娘の名前は何でしょう？	イライザ	イライザ
abcgo2003-01394	領海・経済水域確保のために周りをブロックで囲まれている、北緯20度25分に位置する日本最南端の島は何でしょう？	沖ノ鳥島	オキノトリシマ
abcgo2003-01396	我が国の年号で、「感宝(かんぽう)」「勝宝 (しょうほう)」「宝字 (ほうじ)」「神護 (じんご)」といえば、共通して上に付く漢字二文字は何でしょう？	天平(てんぴょう)	テンピョウ
abcgo2003-01397	1901年、X線の発見によって第1回ノーベル物理学賞を受賞した、ドイツの物理学者は誰でしょう？	レントゲン	レントゲン
abcgo2003-01398	間口が狭く、奥行きの深い家のことを俗に「何の寝床」というでしょう？	ウナギ	ウナギ
abcgo2003-01399	陸上の十種競技で一番最後に行われる競技は何でしょう？	1500m走	１５００
abcgo2003-01400	スケルトン日本代表の越和宏も所属している食品会社で、CMソング『きのこの唄』で有名になったのは何でしょう？	ホクト	ホクト
abcgo2003-01401	メキシコのプロレス・ルチャ・リブレで、善玉レスラーのことをリンピオというのに対して、悪玉レスラーのことを何というでしょう？	ルード	ルード
abcgo2003-01402	本名は「政(せい)」という、紀元前221年に中国を統一した秦の初代皇帝といえば誰でしょう？	始皇帝	シコウテイ
abcgo2003-01403	ナポレオン、高砂、佐藤錦などの種類がある果物は何でしょう？	サクランボ	サクランボ
abcgo2003-01404	ある人が「天が落ちてきはしまいか」と心配したという『列子』の故事から、無用な心配のことを何というでしょう？	杞憂	キユウ
abcgo2003-01405	交通標識の本標識を大きく4つに分けると、規制標識、指示標識、警戒標識と何でしょう？	案内標識	アンナイヒョウシキ
abcgo2003-01406	夕立が局地的に激しく降るさまを表した慣用句で、「背を分ける」とされる動物は何でしょう？	馬	ウマ
abcgo2003-01407	もともとは力士が食べる食事全般を意味していた、相撲部屋で昼食として作られる鍋料理のことを何というでしょう？	ちゃんこ	チャンコ
abcgo2003-01408	ゴルフのクラブの別名で、1番ウッドはドライバー、2番ウッドはブラッシーですが、3番ウッドは何でしょう？	スプーン	スプーン
abcgo2003-01409	「ばびぶべぼ」を濁音、「ぱぴぷぺぽ」を半濁音というのに対し、「はひふへほ」を何というでしょう？	清音	セイオン
abcgo2003-01410	アメリカの独立宣言の起草者として知られ、のちに第3代大統領となった政治家は誰でしょう？	トマス・ジェファーソン	トマスジェファーソン
abcgo2003-01411	野球で、守備のときに主にミットを使うポジションといえばキャッチャーとどこでしょう？	ファースト	ファースト
abcgo2003-01412	セキツイ動物の赤血球に多量に含まれ、血中の酸素運搬の役割を果たす複合蛋白質を何というでしょう？	ヘモグロビン	ヘモグロビン
abcgo2003-01413	サンドイッチの具としてポピュラーな「BLT」といえば、ベーコン、レタスとあとひとつは何でしょう？	トマト	トマト
abcgo2003-01414	鍵盤が88あるピアノの一番高い音は「ド」ですが、一番低い音は何でしょう？	ラ	ラ
abcgo2003-01415	日本で流域面積が最も広い川は「利根川」ですが、2番目に広いのは北海道を流れる何川でしょう？	石狩川	イシカリガワ
abcgo2003-01416	ゾロアスター教で、よい神様はアフラ・マズダといいますが、悪い神様の名前は何というでしょう？	アーリマン	アーリマン
abcgo2003-01417	京都の高山寺(こうざんじ)に所蔵され、鳥羽僧正覚猷(かくゆう)が作者といわれている、当時の貴族社会を動物に模して風刺した絵巻物といえばなんでしょう？	鳥獣戯画(ちょうじゅうぎが)	チョウジュウギガ
abcgo2003-01418	ドイツの高速道路はアウトバーン、イタリアの高速道路はアウトストラーダといいますが、スペインの高速道路のことを何というでしょう？	アウトピスト	アウトピスト
abcgo2003-01419	後に都市国家アテネを作ったと言われる、迷宮の怪物ミノタウルスを倒したギリシャ神話の英雄は誰でしょう？	テセウス	テセウス
abcgo2003-01420	刀の先を相手の目に向けて構える、剣道の中段の構えのことを特に何というでしょう？	正眼の構え	セイガンノカマエ
abcgo2003-01421	企業形態で、本来の業種とは無関係な業種を吸収合併し、多角的経営を行う複合企業のことを何というでしょう？	コングロマリット	コングロマリット
abcgo2003-01422	「燕返し」で知られる、宮本武蔵との巌流島の決闘で有名な剣術家は誰でしょう？	佐々木小次郎	ササキコジロウ
abcgo2003-01423	ウルトラマンの故郷としておなじみの「M78星雲」は、何という星座にあるでしょう？	オリオン座	オリオンザ
abcgo2003-01424	卒業式を迎えた生徒が、それまで大変お世話になった先生に対し殴る蹴るの暴行を行う儀式を、俗に何参りというでしょう？	お礼参り	オレイマイリ
abcgo2003-01425	さまざまな病気に効能があることから「医者いらず」とも呼ばれる、ユリ科の多肉植物といえば何でしょう？	アロエ	アロエ
abcgo2003-01426	囲碁のタイトルで「大三冠」と呼ばれるのは、棋聖、名人と、かつての家元の名に由来する何でしょう？	本因坊	ホンインボウ
abcgo2003-01427	英語で、両面を焼いた目玉焼きを「ターンオーバー」というのに対し、片面だけを焼いた目玉焼きを何というでしょう？	サニーサイドアップ	サニーサイドアップ
abcgo2003-01428	シェイクスピアの作品「リア王」で、唯一リア王を裏切らなかった末娘の名前といえば何でしょう？	コーディリア	コーディリア
abcgo2003-01429	現在、狂言の2大流派といわれるのは、和泉流と何流でしょう？	大蔵流	オオクラリュウ
abcgo2003-01430	野球で､一試合中にひとりの選手が一塁打・二塁打・三塁打・本塁打を打つことを英語で何というでしょう？	サイクルヒット	サイクルヒット
abcgo2003-01431	切手を切り離しやすくするために続けてあけられた穴のことを何というでしょう？	目打ち	メウチ
abcgo2003-01432	漢字で「鬼の灯」と書くナス科の植物で、毎年7月に浅草の浅草寺で行われる市で知られるのは何でしょう？	ほおずき	ホオズキ
abcgo2003-01433	「源氏物語」の最初の巻は「桐壺」ですが、最後の巻の名前は何でしょう？	夢浮橋	ユメウキハシ
abcgo2003-01434	3分の1は真分数、3分の5は仮分数ですが、3分の3は真分数、仮分数のどちらでしょう？	仮分数	カリブンスウ
abcgo2003-01435	腕時計や懐中時計で、ぜんまいを巻いたり、針を動かしたりするためのつまみを何というでしょう？	竜頭	リュウトウ
abcgo2003-01436	川が多くの泥を運んでおり、いつも水が黄色く濁っていることから名がついた、中国の大河といえば何でしょう？	黄河	コウガ
abcgo2003-01437	日本体育大学が21年間で376連勝という記録をうち立てたこともある、「ウォーター・ポロ」とも呼ばれるスポーツは何でしょう？	水球	スイキュウ
abcgo2003-01438	本社をイギリスに置く世界最大の携帯電話キャリア会社で、日本では現在J-Phoneを経営しているのはどこでしょう？	ヴォダフォン (Vodaphone)	ヴォダフォン
abcgo2003-01439	江戸時代に起こった「明暦の大火」のことを、その原因となったものから俗に「何火事」と呼ぶでしょう？	振袖火事	フリソデカジ
abcgo2003-01440	星座の双子座の元となった兄弟で、兄の名前はカストルですが、弟の名前は何でしょう？	ポルックス	ポルックス
abcgo2003-01441	Jリーグのチームで、本拠地が一番北にあるのはコンサドーレ札幌ですが、一番南にあるのはどこのチームでしょう？	大分トリニータ	オオイタトリニータ
abcgo2003-01442	日本語では「父母と教師の会」といわれる会を、アルファベット3文字で普通何というでしょう？	PTA	ＰＴＡ
abcgo2003-01443	1945年4月28日、愛人であったクララ・ペタッチと共に処刑された、イタリアのファシスト党を率いた政治家は誰でしょう？	ベニト・ムッソリーニ	ベニトムッソリーニ
abcgo2003-01444	ラテン語ではミオソチス、英語ではフォゲット・ミー・ノットというムラサキ科の多年草は何でしょう？	ワスレナグサ	ワスレナグサ
abcgo2003-01445	入母屋(いりもや)、腰折れ、切り妻(きりづま)といったら、建物に関する何の種類のことでしょう？	屋根	ヤネ
abcgo2003-01446	映画『男はつらいよ』で、主人公・車寅次郎を演じたのは渥美清ですが、妹のさくらを演じた女優は誰でしょう？	倍賞千恵子	バイショウチエコ
abcgo2003-01447	鉄人レースともいわれるトライアスロンで、最初の種目は何でしょう？	水泳(スイム)	スイム
abcgo2003-01448	カーバイドに水を加えると発生する、かつてはランプにも使われた気体は何でしょう？	アセチレン	アセチレン
abcgo2003-01449	茶道で使われる抹茶を入れる容器のことを、ある植物の実に形が似ているところから何というでしょう？	なつめ	ナツメ
abcgo2003-01450	自分を信じている人を裏切ってひどい目に遭わせることを、「何を飲ませる」というでしょう？	煮え湯を飲ませる	ニエユヲノマセル
abcgo2003-01451	資産家のフィリーズ･フォッグ (Phileas Fogg) がトランプ仲間との2万ポンドを賭けた勝負の旅に挑戦するという内容の、ジュール･ヴェルヌ (Jules Verne) の小説は何でしょう？	『八十日間世界一周』	ハチジュウニチカンセカイイッシュウ
abcgo2003-01452	昭和37年、ポーン・キングピッチを破り、日本人として2人目のボクシング世界チャンピオンとなったのは誰でしょう？	ファイティング原田	ファイティングハラダ
abcgo2003-01453	満ち足りている人は損になることはしないという意味のことわざで、「金持ち何をせず」というでしょう？	喧嘩	ケンカ
abcgo2003-01454	日本で初めてラーメンを食したとされる、「黄門様」の愛称でおなじみの人物といえば誰でしょう？	水戸光圀(徳川光圀)	ミトミツクニ
abcgo2003-01455	魚の調理法で、魚の頭の部分だけを切り取って焼いたものを、とくに「何焼き」というでしょう？	かぶと焼き	カブトヤキ
abcgo2003-01456	かつて「三人ヒロシ」と呼ばれた3人の歌手とは、守屋浩、井上ひろしと『黒い花びら』で知られる誰でしょう？	水原弘	ミズハラヒロシ
abcgo2003-01457	007シリーズ最新作『ダイ・アナザー・デイ』ではボンドガールを演じる、『チョコレート』で黒人初のアカデミー主演女優賞を受賞した人物は誰でしょう？	ハル・ベリー	ハルベリー
abcgo2003-01458	「誘う」という意味があり、スプーン、ジグ、スピナーなどの種類があるつり用品といえば何でしょう？	ルアー/疑似餌	ルアーギジエサ
abcgo2003-01459	元禄時代に糊付け染めの技法を改良し、「友禅染」を考案した京都の絵師は誰でしょう？	宮崎友禅	ミヤザキユウゼン
abcgo2003-01460	ヨーロッパの小国、モナコが国境を接している、ただ一つの国はどこでしょう？	フランス	フランス
abcgo2003-01461	髪の毛の表面を覆う、うろこ状の物質を何というでしょう？	キューティクル	キューティクル
abcgo2003-01462	印篭(いんろう)や巾着(きんちゃく)などが落ちないように紐の端につけられている工芸品を何というでしょう？	根付	ネツケ
abcgo2003-01463	「ル・マン24時間耐久レース」が行なわれるフランスのサーキットはどこでしょう？	サルテ・サーキット	サルテサーキット
abcgo2003-01464	農民一揆などで掲げられた、い草やわらで編んだ敷物でつくった旗のことを何というでしょう？	むしろ旗	ムシロハタ
abcgo2003-01465	別名をマージービートという、ビートルズなどに代表される音楽を、発生した都市の名前から何サウンドというでしょう？	リバプールサウンド	リバプールサウンド
abcgo2003-01466	JRAのG1レースを7勝と最も多く勝っている馬といえば、テイエムオペラオーと何でしょう？	シンボリルドルフ	シンボリルドルフ
abcgo2003-01467	将棋･オセロ･チェスの3つのゲームの中で、使われる駒の数が最も多いのはどれでしょう？	オセロ	オセロ
abcgo2003-01468	灯油ポンプやフロッピーを発明した「日本の発明王」といえば誰でしょう？	ドクター・中松	ドクターナカマツ
abcgo2003-01469	第一次世界大戦後のラテラノ条約によって誕生した、ローマ法王が国家元首であるヨーロッパの小国といえば何でしょう？	バチカン市国	バチカンシコク
abcgo2003-01470	カレーなどに添える「らっきょう」は何科の植物でしょう？	ユリ科	ユリカ
abcgo2003-01471	化粧品などのこまごましたものを小間物(こまもの)というのに対して、「ほうき」や「ざる」などの雑貨を何物というでしょう？	荒物	アラモノ
abcgo2003-01472	全然音沙汰のないことを、俗に何のつぶてというでしょう？	梨	ナシ
abcgo2003-01473	同じ漢字を二つ使った熟語で、寒さや響き渡る声、また、勇気やりりしさがある様子を表すものといえば何でしょう？	凛凛(りんりん)	リンリン
abcgo2003-01474	パスタの最もよいゆで加減のことを、イタリア語で何というでしょう？	アルデンテ	アルデンテ
abcgo2003-01475	ロシアの作曲家ムソルグスキーが、画家であった友人の遺作展を見たときの印象をもとに作ったといわれる組曲は何でしょう？	『展覧会の絵』	テンランカイノエ
abcgo2003-01476	「隠密同心」の活躍を描き、「死して屍拾うもの無し」の名文句で知られる懐かしの時代劇シリーズといえば何でしょう？	大江戸捜査網	オオエドソウサモウ
abcgo2003-01477	1993年に、外国人として初めて横綱に昇進した、ハワイ出身の力士は誰でしょう？	曙太郎	アケボノタロウ
abcgo2003-01478	江戸時代末期、オランダ商館の医師として来日したシーボルトが、長崎に開いた塾の名前は何でしょう？	鳴滝塾	ナルタキジュク
abcgo2003-01479	自動車の計器の一つである、エンジンの回転数を示すメーターのことを何というでしょうでしょう？	タコメーター	タコメーター
abcgo2003-01480	中国・江西省北東部の都市で、中国第一の陶磁器の生産地といえばどこでしょう？	景徳鎮	ケイトクチン
abcgo2003-01481	潤いを保つためにシャンプーやリンスに配合される成分で、英語で「水分」という意味があるのは何でしょう？	モイスチャー	モイスチャー
abcgo2003-01482	寄席の言葉で「つばなれ」といったら、何人以上の客が入ることをいうでしょう？	10人	１０
abcgo2003-01483	夏目漱石の小説にはいろいろな先生が登場しますが、漱石自身が松山中学で教えていた教科は何でしょう？	英語	エイゴ
abcgo2003-01484	英語では「オクトパスホールド」という、アントニオ猪木がよく使用していた関節技は何でしょう？	卍(まんじ)固め	マンジカタメ
abcgo2003-01485	中国・唐の時代の高宗の后で、中国史上唯一の女帝として知られる人物といえば誰でしょう？	則天武后	ノリテンムキサキ
abcgo2003-01486	ウシやキリンなどの動物に見られる、一度飲み込んだ食物を再び口の中に戻して噛み、また胃に戻す習性をを何というでしょう？	反芻	ハンスウ
abcgo2003-01487	フランス語で「千枚の葉っぱ」という意味がある、パイやクリームを幾重にも重ねて焼いたケーキを何というでしょう？	ミルフィーユ	ミルフィーユ
abcgo2003-01488	オーケストラの指揮者と、旅行の添乗員に共通する英語といえば何でしょう？	コンダクター	コンダクター
abcgo2003-01489	広島県のものは昭和29年3月31日に、東京都のものはその翌日に誕生した、まったく同じ名前の市といえば何市でしょう？	府中市	フチュウシ
abcgo2003-01490	著書「市民政府二論」のなかで自然権や抵抗権があることを主張し、名誉革命を正当化したイギリス経験論の代表的哲学者は誰でしょう？	ジョン=ロック	ジョンロック
abcgo2003-01491	版画で、版木の上に載せた紙をこする時に使う、厚紙を竹などの皮で包んだ道具を何というでしょう？	馬簾(ばれん)	バレン
abcgo2003-01492	モーツァルトの出身地としても知られる、「塩の城」という意味があるオーストリアの都市はどこでしょう？	ザルツブルク	ザルツブルク
abcgo2003-01493	犯罪捜査などに利用される、青白い蛍光を発して血のあとを示す反応のことを、何反応というでしょう？	ルミノール反応	ルミノールハンノウ
abcgo2003-01494	郵便局で手紙などの文書以外の物を送るために使われる、「郵便小包」の愛称のことを何というでしょう？	ゆうパック	ユウパック
abcgo2003-01495	ひれつな手段にかかってしまうことを、ヘビの身体の一部から「何にかかる」というでしょう？	毒牙	ドクガ
abcgo2003-01496	2人が作った「ドイツ語辞典」はドイツで最も権威がある国語辞典となっている、童話で有名な兄弟といえば誰でしょう？	グリム兄弟	グリムキョウダイ
abcgo2003-01497	夏期・冬季を通じて、21世紀最初のオリンピックが開催された都市はどこでしょう？	ソルトレイクシティー	ソルトレイクシティー
abcgo2003-01498	1912年4月の処女航海の時、ニューファンドランド島沖の氷山に衝突・沈没した豪華客船の名前は何でしょう？	タイタニック号	タイタニックゴウ
abcgo2003-01499	ゴールデン、ジャンガリアンなどの種類がある、アニメでも人気の動物は何でしょう？	ハムスター	ハムスター
abcgo2003-01500	歌舞伎十八番で、その題目に漢数字が使われているのは、『助六』と何でしょう？	『七つ面』	ナナツメン
abcgo2003-01501	JR山手線の駅の中で、駅名に方角がつく2駅といえば、西日暮里と何駅でしょう？	東京駅	トウキョウエキ
abcgo2003-01502	グラウンドの土ならしをするために用いられる道具のことを、ある昆虫に例えて何というでしょう？	とんぼ	トンボ
abcgo2003-01503	自動車にかける保険で、加入が義務付けられている「強制保険」に対し、加入が当事者の意志に任せられているものを何というでしょう？	任意保険	ニンイホケン
abcgo2003-01504	ファッションデザイナー・森英恵のデザインによく用いられる昆虫は何でしょう？	蝶	チョウ
abcgo2003-01505	人間の小腸を3つの部分に分けると、十二指腸、回腸と、何でしょう？	空腸	クウチョウ
abcgo2003-01506	ガソリンエンジンで、ガソリンを霧状にして燃焼室に送り込む装置のことを英語で何というでしょう？	キャブレター	キャブレター
abcgo2003-01507	調子がいい人のことを「口八丁手八丁」といいますが、苦しい様子を表すのは「何八丁」というでしょう？	胸突き八丁	ムナツキハッチョウ
abcgo2003-01508	エデンの園にいたアダムとイブが、衣服のかわりに唯一、身につけていたのはどんな植物の葉っぱだったでしょう？	いちじく	イチジク
abcgo2003-01509	競馬の三冠レース、皐月賞、ダービー、菊花賞のうち、走る距離が一番長いのはどれでしょう？	菊花賞	キッカショウ
abcgo2003-01510	企業が最新の消費動向を調査するために、直営で設ける店のことを何ショップというでしょう？	アンテナショップ	アンテナショップ
abcgo2003-01511	729年、聖武天皇の妻として臣下から初の皇后となった、藤原不比等の娘といえば誰でしょう？	光明皇后	コウミョウコウゴウ
abcgo2003-01512	人類初の宇宙飛行をしたのはガガーリンですが、人類初の宇宙遊泳をしたのは誰でしょう？	アレクセイ・レオーノフ	アレクセイレオーノフ
abcgo2003-01513	生後6か月頃から満1歳前後の乳児にみられる発熱を、とくに何というでしょう？	知恵熱、ちえぼとり	チエネツ
abcgo2003-01514	英語のアルファベットを小文字の筆記体で書いた時、一筆書きできないのは、I、J、Tともう1つは何でしょう？	X	Ｘ
abcgo2003-01515	ナイジェリアで起こったビアフラ飢饉の救済活動に参加した医師を中心として1971年に結成された、国際医療ボランティア団体は何でしょう？	国境なき医師団(MSF)	コッキョウナキイシダン
abcgo2003-01516	ディズニーアニメ『ピーターパン』の登場人物で、ワニが苦手な片腕の海賊の親分といえば誰でしょう？	フック船長	フックセンチョウ
abcgo2003-01517	ギリシャ語で「多数の島々」という意味がある、ハワイやトンガなどが所属している諸島といえばどこでしょう？	ポリネシア諸島	ポリネシアショトウ
abcgo2003-01518	三角形の内角の和は180度ですが、六角形の内角の和は何度でしょう？	720度	７２０
abcgo2003-01519	JRの「青春18きっぷ」を使うことが出来るのは、満何才以下の人でしょう？	年齢制限なし	ネンレイセイゲンナシ
abcgo2003-01520	木偏(きへん)に秋でヒサギ、魚偏に秋でカジカですが、金偏に秋と書く農業用具は何でしょう？	クワ	クワ
abcgo2003-01521	プロレタリア文学で、「蟹工船」を書いたのは小林多喜二ですが、「太陽のない町」を書いたのは誰でしょう？	徳永直	トクナガタダシ
